training with model_path ./checkpoint/resnet18_SSL_reinforcement_0417.pth
Device: cuda
Number of train images is 20000
Number of val images is 5000

[1/40] Train batch: 1 / 78
[1/40] Train batch: 2 / 78
[8/40] Train batch: 10 / 78
[8/40] Train batch: 11 / 78
[8/40] Train batch: 12 / 78
[8/40] Train batch: 13 / 78
[8/40] Train batch: 14 / 78
[8/40] Train batch: 15 / 78
[8/40] Train batch: 16 / 78
[8/40] Train batch: 17 / 78
[8/40] Train batch: 18 / 78
[8/40] Train batch: 19 / 78
[8/40] Train batch: 20 / 78
[8/40] 0.51 sec(s) Val Acc: 0.69440 | Val Loss: 0.86316
[8/40] Save best model to ./checkpoint/resnet18_SSL_reinforcement_0417.pth ...

[9/40] Train batch: 1 / 78
[9/40] Train batch: 2 / 78
[9/40] Train batch: 3 / 78
[9/40] Train batch: 4 / 78
[9/40] Train batch: 5 / 78
[9/40] Train batch: 6 / 78
[9/40] Train batch: 7 / 78
[9/40] Train batch: 8 / 78
[9/40] Train batch: 9 / 78
[9/40] Train batch: 10 / 78
[9/40] Train batch: 11 / 78
[9/40] Train batch: 12 / 78
[9/40] Train batch: 13 / 78
[9/40] Train batch: 14 / 78
[9/40] Train batch: 15 / 78
[9/40] Train batch: 16 / 78
[9/40] Train batch: 17 / 78
[9/40] Train batch: 18 / 78
[9/40] Train batch: 19 / 78
[9/40] Train batch: 20 / 78
[9/40] Train batch: 21 / 78
[9/40] Train batch: 22 / 78
[9/40] Train batch: 23 / 78
[9/40] Train batch: 24 / 78
[9/40] Train batch: 25 / 78
[9/40] Train batch: 26 / 78
[9/40] Train batch: 27 / 78
[9/40] Train batch: 28 / 78
[9/40] Train batch: 29 / 78
[9/40] Train batch: 30 / 78
[9/40] Train batch: 31 / 78
[9/40] Train batch: 32 / 78
[9/40] Train batch: 33 / 78
[9/40] Train batch: 34 / 78
[9/40] Train batch: 35 / 78
[9/40] Train batch: 36 / 78
[9/40] Train batch: 37 / 78
[9/40] Train batch: 38 / 78
[9/40] Train batch: 39 / 78
[9/40] Train batch: 40 / 78
[9/40] Train batch: 41 / 78
[9/40] Train batch: 42 / 78
[9/40] Train batch: 43 / 78
[9/40] Train batch: 44 / 78
[9/40] Train batch: 45 / 78
[9/40] Train batch: 46 / 78
[9/40] Train batch: 47 / 78
[9/40] Train batch: 48 / 78
[9/40] Train batch: 49 / 78
[9/40] Train batch: 50 / 78
[9/40] Train batch: 51 / 78
[9/40] Train batch: 52 / 78
[9/40] Train batch: 53 / 78
[9/40] Train batch: 54 / 78
[9/40] Train batch: 55 / 78
[9/40] Train batch: 56 / 78
[9/40] Train batch: 57 / 78
[9/40] Train batch: 58 / 78
[9/40] Train batch: 59 / 78
[9/40] Train batch: 60 / 78
[9/40] Train batch: 61 / 78
[9/40] Train batch: 62 / 78
[9/40] Train batch: 63 / 78
[9/40] Train batch: 64 / 78
[9/40] Train batch: 65 / 78
[9/40] Train batch: 66 / 78
[9/40] Train batch: 67 / 78
[9/40] Train batch: 68 / 78
[9/40] Train batch: 69 / 78
[9/40] Train batch: 70 / 78
[9/40] Train batch: 71 / 78
[9/40] Train batch: 72 / 78
[9/40] Train batch: 73 / 78
[9/40] Train batch: 74 / 78
[9/40] Train batch: 75 / 78
[9/40] Train batch: 76 / 78
[9/40] Train batch: 77 / 78
[9/40] Train batch: 78 / 78
[9/40] 5.61 sec(s) Train Acc: 0.51635 | Train Loss: 1.35473

[9/40] Train batch: 1 / 78
[9/40] Train batch: 2 / 78
[9/40] Train batch: 3 / 78
[9/40] Train batch: 4 / 78
[9/40] Train batch: 5 / 78
[9/40] Train batch: 6 / 78
[9/40] Train batch: 7 / 78
[9/40] Train batch: 8 / 78
[9/40] Train batch: 9 / 78
[9/40] Train batch: 10 / 78
[9/40] Train batch: 11 / 78
[9/40] Train batch: 12 / 78
[9/40] Train batch: 13 / 78
[9/40] Train batch: 14 / 78
[9/40] Train batch: 15 / 78
[9/40] Train batch: 16 / 78
[9/40] Train batch: 17 / 78
[9/40] Train batch: 18 / 78
[9/40] Train batch: 19 / 78
[9/40] Train batch: 20 / 78
[9/40] 0.52 sec(s) Val Acc: 0.71520 | Val Loss: 0.81790
[9/40] Save best model to ./checkpoint/resnet18_SSL_reinforcement_0417.pth ...

[10/40] Train batch: 1 / 78
[10/40] Train batch: 2 / 78
[10/40] Train batch: 3 / 78
[10/40] Train batch: 4 / 78
[10/40] Train batch: 5 / 78
[10/40] Train batch: 6 / 78
[10/40] Train batch: 7 / 78
[10/40] Train batch: 8 / 78
[10/40] Train batch: 9 / 78
[10/40] Train batch: 10 / 78
[10/40] Train batch: 11 / 78
[10/40] Train batch: 12 / 78
[10/40] Train batch: 13 / 78
[10/40] Train batch: 14 / 78
[10/40] Train batch: 15 / 78
[10/40] Train batch: 16 / 78
[10/40] Train batch: 17 / 78
[10/40] Train batch: 18 / 78
[10/40] Train batch: 19 / 78
[10/40] Train batch: 20 / 78
[10/40] Train batch: 21 / 78
[10/40] Train batch: 22 / 78
[10/40] Train batch: 23 / 78
[10/40] Train batch: 24 / 78
[10/40] Train batch: 25 / 78
[10/40] Train batch: 26 / 78
[10/40] Train batch: 27 / 78
[10/40] Train batch: 28 / 78
[10/40] Train batch: 29 / 78
[10/40] Train batch: 30 / 78
[10/40] Train batch: 31 / 78
[10/40] Train batch: 32 / 78
[10/40] Train batch: 33 / 78
[10/40] Train batch: 34 / 78
[10/40] Train batch: 35 / 78
[10/40] Train batch: 36 / 78
[10/40] Train batch: 37 / 78
[10/40] Train batch: 38 / 78
[10/40] Train batch: 39 / 78
[10/40] Train batch: 40 / 78
[10/40] Train batch: 41 / 78
[10/40] Train batch: 42 / 78
[10/40] Train batch: 43 / 78
[10/40] Train batch: 44 / 78
[10/40] Train batch: 45 / 78
[10/40] Train batch: 46 / 78
[10/40] Train batch: 47 / 78
[10/40] Train batch: 48 / 78
[10/40] Train batch: 49 / 78
[10/40] Train batch: 50 / 78
[10/40] Train batch: 51 / 78
[10/40] Train batch: 52 / 78
[10/40] Train batch: 53 / 78
[10/40] Train batch: 54 / 78
[10/40] Train batch: 55 / 78
[10/40] Train batch: 56 / 78
[10/40] Train batch: 57 / 78
[10/40] Train batch: 58 / 78
[10/40] Train batch: 59 / 78
[10/40] Train batch: 60 / 78
[10/40] Train batch: 61 / 78
[10/40] Train batch: 62 / 78
[10/40] Train batch: 63 / 78
[10/40] Train batch: 64 / 78
[10/40] Train batch: 65 / 78
[10/40] Train batch: 66 / 78
[10/40] Train batch: 67 / 78
[10/40] Train batch: 68 / 78
[10/40] Train batch: 69 / 78
[10/40] Train batch: 70 / 78
[10/40] Train batch: 71 / 78
[10/40] Train batch: 72 / 78
[10/40] Train batch: 73 / 78
[10/40] Train batch: 74 / 78
[10/40] Train batch: 75 / 78
[10/40] Train batch: 76 / 78
[10/40] Train batch: 77 / 78
[10/40] Train batch: 78 / 78
[10/40] 5.64 sec(s) Train Acc: 0.52810 | Train Loss: 1.32579

[10/40] Train batch: 1 / 78
[10/40] Train batch: 2 / 78
[10/40] Train batch: 3 / 78
[10/40] Train batch: 4 / 78
[10/40] Train batch: 5 / 78
[10/40] Train batch: 6 / 78
[10/40] Train batch: 7 / 78
[10/40] Train batch: 8 / 78
[10/40] Train batch: 9 / 78
[10/40] Train batch: 10 / 78
[10/40] Train batch: 11 / 78
[10/40] Train batch: 12 / 78
[10/40] Train batch: 13 / 78
[10/40] Train batch: 14 / 78
[10/40] Train batch: 15 / 78
[10/40] Train batch: 16 / 78
[10/40] Train batch: 17 / 78
[10/40] Train batch: 18 / 78
[10/40] Train batch: 19 / 78
[10/40] Train batch: 20 / 78
[10/40] 0.53 sec(s) Val Acc: 0.72960 | Val Loss: 0.77522
[10/40] Save best model to ./checkpoint/resnet18_SSL_reinforcement_0417.pth ...

[11/40] Train batch: 1 / 78
[11/40] Train batch: 2 / 78
[11/40] Train batch: 3 / 78
[11/40] Train batch: 4 / 78
[11/40] Train batch: 5 / 78
[11/40] Train batch: 6 / 78
[11/40] Train batch: 7 / 78
[11/40] Train batch: 8 / 78
[11/40] Train batch: 9 / 78
[11/40] Train batch: 10 / 78
[11/40] Train batch: 11 / 78
[11/40] Train batch: 12 / 78
[11/40] Train batch: 13 / 78
[11/40] Train batch: 14 / 78
[11/40] Train batch: 15 / 78
[11/40] Train batch: 16 / 78
[11/40] Train batch: 17 / 78
[11/40] Train batch: 18 / 78
[11/40] Train batch: 19 / 78
[11/40] Train batch: 20 / 78
[11/40] Train batch: 21 / 78
[11/40] Train batch: 22 / 78
[11/40] Train batch: 23 / 78
[11/40] Train batch: 24 / 78
[11/40] Train batch: 25 / 78
[11/40] Train batch: 26 / 78
[11/40] Train batch: 27 / 78
[11/40] Train batch: 28 / 78
[11/40] Train batch: 29 / 78
[11/40] Train batch: 30 / 78
[11/40] Train batch: 31 / 78
[11/40] Train batch: 32 / 78
[11/40] Train batch: 33 / 78
[11/40] Train batch: 34 / 78
[11/40] Train batch: 35 / 78
[11/40] Train batch: 36 / 78
[11/40] Train batch: 37 / 78
[11/40] Train batch: 38 / 78
[11/40] Train batch: 39 / 78
[11/40] Train batch: 40 / 78
[11/40] Train batch: 41 / 78
[11/40] Train batch: 42 / 78
[11/40] Train batch: 43 / 78
[11/40] Train batch: 44 / 78
[11/40] Train batch: 45 / 78
[11/40] Train batch: 46 / 78
[11/40] Train batch: 47 / 78
[11/40] Train batch: 48 / 78
[11/40] Train batch: 49 / 78
[11/40] Train batch: 50 / 78
[11/40] Train batch: 51 / 78
[11/40] Train batch: 52 / 78
[11/40] Train batch: 53 / 78
[11/40] Train batch: 54 / 78
[11/40] Train batch: 55 / 78
[11/40] Train batch: 56 / 78
[11/40] Train batch: 57 / 78
[11/40] Train batch: 58 / 78
[11/40] Train batch: 59 / 78
[11/40] Train batch: 60 / 78
[11/40] Train batch: 61 / 78
[11/40] Train batch: 62 / 78
[11/40] Train batch: 63 / 78
[11/40] Train batch: 64 / 78
[11/40] Train batch: 65 / 78
[11/40] Train batch: 66 / 78
[11/40] Train batch: 67 / 78
[11/40] Train batch: 68 / 78
[11/40] Train batch: 69 / 78
[11/40] Train batch: 70 / 78
[11/40] Train batch: 71 / 78
[11/40] Train batch: 72 / 78
[11/40] Train batch: 73 / 78
[11/40] Train batch: 74 / 78
[11/40] Train batch: 75 / 78
[11/40] Train batch: 76 / 78
[11/40] Train batch: 77 / 78
[11/40] Train batch: 78 / 78
[11/40] 5.63 sec(s) Train Acc: 0.54265 | Train Loss: 1.29140

[11/40] Train batch: 1 / 78
[11/40] Train batch: 2 / 78
[11/40] Train batch: 3 / 78
[11/40] Train batch: 4 / 78
[11/40] Train batch: 5 / 78
[11/40] Train batch: 6 / 78
[11/40] Train batch: 7 / 78
[11/40] Train batch: 8 / 78
[11/40] Train batch: 9 / 78
[11/40] Train batch: 10 / 78
[11/40] Train batch: 11 / 78
[11/40] Train batch: 12 / 78
[11/40] Train batch: 13 / 78
[11/40] Train batch: 14 / 78
[11/40] Train batch: 15 / 78
[11/40] Train batch: 16 / 78
[11/40] Train batch: 17 / 78
[11/40] Train batch: 18 / 78
[11/40] Train batch: 19 / 78
[11/40] Train batch: 20 / 78
[11/40] 0.52 sec(s) Val Acc: 0.74480 | Val Loss: 0.73434
[11/40] Save best model to ./checkpoint/resnet18_SSL_reinforcement_0417.pth ...

[12/40] Train batch: 1 / 78
[12/40] Train batch: 2 / 78
[12/40] Train batch: 3 / 78
[12/40] Train batch: 4 / 78
[12/40] Train batch: 5 / 78
[12/40] Train batch: 6 / 78
[12/40] Train batch: 7 / 78
[12/40] Train batch: 8 / 78
[12/40] Train batch: 9 / 78
[12/40] Train batch: 10 / 78
[12/40] Train batch: 11 / 78
[12/40] Train batch: 12 / 78
[12/40] Train batch: 13 / 78
[12/40] Train batch: 14 / 78
[12/40] Train batch: 15 / 78
[12/40] Train batch: 16 / 78
[12/40] Train batch: 17 / 78
[12/40] Train batch: 18 / 78
[12/40] Train batch: 19 / 78
[12/40] Train batch: 20 / 78
[12/40] Train batch: 21 / 78
[12/40] Train batch: 22 / 78
[12/40] Train batch: 23 / 78
[12/40] Train batch: 24 / 78
[12/40] Train batch: 25 / 78
[12/40] Train batch: 26 / 78
[12/40] Train batch: 27 / 78
[12/40] Train batch: 28 / 78
[12/40] Train batch: 29 / 78
[12/40] Train batch: 30 / 78
[12/40] Train batch: 31 / 78
[12/40] Train batch: 32 / 78
[12/40] Train batch: 33 / 78
[12/40] Train batch: 34 / 78
[12/40] Train batch: 35 / 78
[12/40] Train batch: 36 / 78
[12/40] Train batch: 37 / 78
[12/40] Train batch: 38 / 78
[12/40] Train batch: 39 / 78
[12/40] Train batch: 40 / 78
[12/40] Train batch: 41 / 78
[12/40] Train batch: 42 / 78
[12/40] Train batch: 43 / 78
[12/40] Train batch: 44 / 78
[12/40] Train batch: 45 / 78
[12/40] Train batch: 46 / 78
[12/40] Train batch: 47 / 78
[12/40] Train batch: 48 / 78
[12/40] Train batch: 49 / 78
[12/40] Train batch: 50 / 78
[12/40] Train batch: 51 / 78
[12/40] Train batch: 52 / 78
[12/40] Train batch: 53 / 78
[12/40] Train batch: 54 / 78
[12/40] Train batch: 55 / 78
[12/40] Train batch: 56 / 78
[12/40] Train batch: 57 / 78
[12/40] Train batch: 58 / 78
[12/40] Train batch: 59 / 78
[12/40] Train batch: 60 / 78
[12/40] Train batch: 61 / 78
[12/40] Train batch: 62 / 78
[12/40] Train batch: 63 / 78
[12/40] Train batch: 64 / 78
[12/40] Train batch: 65 / 78
[12/40] Train batch: 66 / 78
[12/40] Train batch: 67 / 78
[12/40] Train batch: 68 / 78
[12/40] Train batch: 69 / 78
[12/40] Train batch: 70 / 78
[12/40] Train batch: 71 / 78
[12/40] Train batch: 72 / 78
[12/40] Train batch: 73 / 78
[12/40] Train batch: 74 / 78
[12/40] Train batch: 75 / 78
[12/40] Train batch: 76 / 78
[12/40] Train batch: 77 / 78
[12/40] Train batch: 78 / 78
[12/40] 5.70 sec(s) Train Acc: 0.55245 | Train Loss: 1.25474

[12/40] Train batch: 1 / 78
[12/40] Train batch: 2 / 78
[12/40] Train batch: 3 / 78
[12/40] Train batch: 4 / 78
[12/40] Train batch: 5 / 78
[12/40] Train batch: 6 / 78
[12/40] Train batch: 7 / 78
[12/40] Train batch: 8 / 78
[12/40] Train batch: 9 / 78
[12/40] Train batch: 10 / 78
[12/40] Train batch: 11 / 78
[12/40] Train batch: 12 / 78
[12/40] Train batch: 13 / 78
[12/40] Train batch: 14 / 78
[12/40] Train batch: 15 / 78
[12/40] Train batch: 16 / 78
[12/40] Train batch: 17 / 78
[12/40] Train batch: 18 / 78
[12/40] Train batch: 19 / 78
[12/40] Train batch: 20 / 78
[12/40] 0.52 sec(s) Val Acc: 0.75120 | Val Loss: 0.71120
[12/40] Save best model to ./checkpoint/resnet18_SSL_reinforcement_0417.pth ...

[13/40] Train batch: 1 / 78
[13/40] Train batch: 2 / 78
[13/40] Train batch: 3 / 78
[13/40] Train batch: 4 / 78
[13/40] Train batch: 5 / 78
[13/40] Train batch: 6 / 78
[13/40] Train batch: 7 / 78
[13/40] Train batch: 8 / 78
[13/40] Train batch: 9 / 78
[13/40] Train batch: 10 / 78
[13/40] Train batch: 11 / 78
[13/40] Train batch: 12 / 78
[13/40] Train batch: 13 / 78
[13/40] Train batch: 14 / 78
[13/40] Train batch: 15 / 78
[13/40] Train batch: 16 / 78
[13/40] Train batch: 17 / 78
[13/40] Train batch: 18 / 78
[13/40] Train batch: 19 / 78
[13/40] Train batch: 20 / 78
[13/40] Train batch: 21 / 78
[13/40] Train batch: 22 / 78
[13/40] Train batch: 23 / 78
[13/40] Train batch: 24 / 78
[13/40] Train batch: 25 / 78
[13/40] Train batch: 26 / 78
[13/40] Train batch: 27 / 78
[13/40] Train batch: 28 / 78
[13/40] Train batch: 29 / 78
[13/40] Train batch: 30 / 78
[13/40] Train batch: 31 / 78
[13/40] Train batch: 32 / 78
[13/40] Train batch: 33 / 78
[13/40] Train batch: 34 / 78
[13/40] Train batch: 35 / 78
[13/40] Train batch: 36 / 78
[13/40] Train batch: 37 / 78
[13/40] Train batch: 38 / 78
[13/40] Train batch: 39 / 78
[13/40] Train batch: 40 / 78
[13/40] Train batch: 41 / 78
[13/40] Train batch: 42 / 78
[13/40] Train batch: 43 / 78
[13/40] Train batch: 44 / 78
[13/40] Train batch: 45 / 78
[13/40] Train batch: 46 / 78
[13/40] Train batch: 47 / 78
[13/40] Train batch: 48 / 78
[13/40] Train batch: 49 / 78
[13/40] Train batch: 50 / 78
[13/40] Train batch: 51 / 78
[13/40] Train batch: 52 / 78
[13/40] Train batch: 53 / 78
[13/40] Train batch: 54 / 78
[13/40] Train batch: 55 / 78
[13/40] Train batch: 56 / 78
[13/40] Train batch: 57 / 78
[13/40] Train batch: 58 / 78
[13/40] Train batch: 59 / 78
[13/40] Train batch: 60 / 78
[13/40] Train batch: 61 / 78
[13/40] Train batch: 62 / 78
[13/40] Train batch: 63 / 78
[13/40] Train batch: 64 / 78
[13/40] Train batch: 65 / 78
[13/40] Train batch: 66 / 78
[13/40] Train batch: 67 / 78
[13/40] Train batch: 68 / 78
[13/40] Train batch: 69 / 78
[13/40] Train batch: 70 / 78
[13/40] Train batch: 71 / 78
[13/40] Train batch: 72 / 78
[13/40] Train batch: 73 / 78
[13/40] Train batch: 74 / 78
[13/40] Train batch: 75 / 78
[13/40] Train batch: 76 / 78
[13/40] Train batch: 77 / 78
[13/40] Train batch: 78 / 78
[13/40] 5.70 sec(s) Train Acc: 0.57015 | Train Loss: 1.21108

[13/40] Train batch: 1 / 78
[13/40] Train batch: 2 / 78
[13/40] Train batch: 3 / 78
[13/40] Train batch: 4 / 78
[13/40] Train batch: 5 / 78
[13/40] Train batch: 6 / 78
[13/40] Train batch: 7 / 78
[13/40] Train batch: 8 / 78
[13/40] Train batch: 9 / 78
[13/40] Train batch: 10 / 78
[13/40] Train batch: 11 / 78
[13/40] Train batch: 12 / 78
[13/40] Train batch: 13 / 78
[13/40] Train batch: 14 / 78
[13/40] Train batch: 15 / 78
[13/40] Train batch: 16 / 78
[13/40] Train batch: 17 / 78
[13/40] Train batch: 18 / 78
[13/40] Train batch: 19 / 78
[13/40] Train batch: 20 / 78
[13/40] 0.57 sec(s) Val Acc: 0.76540 | Val Loss: 0.68179
[13/40] Save best model to ./checkpoint/resnet18_SSL_reinforcement_0417.pth ...

[14/40] Train batch: 1 / 78
[14/40] Train batch: 2 / 78
[14/40] Train batch: 3 / 78
[14/40] Train batch: 4 / 78
[14/40] Train batch: 5 / 78
[14/40] Train batch: 6 / 78
[14/40] Train batch: 7 / 78
[14/40] Train batch: 8 / 78
[14/40] Train batch: 9 / 78
[14/40] Train batch: 10 / 78
[14/40] Train batch: 11 / 78
[14/40] Train batch: 12 / 78
[14/40] Train batch: 13 / 78
[14/40] Train batch: 14 / 78
[14/40] Train batch: 15 / 78
[14/40] Train batch: 16 / 78
[14/40] Train batch: 17 / 78
[14/40] Train batch: 18 / 78
[14/40] Train batch: 19 / 78
[14/40] Train batch: 20 / 78
[14/40] Train batch: 21 / 78
[14/40] Train batch: 22 / 78
[14/40] Train batch: 23 / 78
[14/40] Train batch: 24 / 78
[14/40] Train batch: 25 / 78
[14/40] Train batch: 26 / 78
[14/40] Train batch: 27 / 78
[14/40] Train batch: 28 / 78
[14/40] Train batch: 29 / 78
[14/40] Train batch: 30 / 78
[14/40] Train batch: 31 / 78
[14/40] Train batch: 32 / 78
[14/40] Train batch: 33 / 78
[14/40] Train batch: 34 / 78
[14/40] Train batch: 35 / 78
[14/40] Train batch: 36 / 78
[14/40] Train batch: 37 / 78
[14/40] Train batch: 38 / 78
[14/40] Train batch: 39 / 78
[14/40] Train batch: 40 / 78
[14/40] Train batch: 41 / 78
[14/40] Train batch: 42 / 78
[14/40] Train batch: 43 / 78
[14/40] Train batch: 44 / 78
[14/40] Train batch: 45 / 78
[14/40] Train batch: 46 / 78
[14/40] Train batch: 47 / 78
[14/40] Train batch: 48 / 78
[14/40] Train batch: 49 / 78
[14/40] Train batch: 50 / 78
[14/40] Train batch: 51 / 78
[14/40] Train batch: 52 / 78
[14/40] Train batch: 53 / 78
[14/40] Train batch: 54 / 78
[14/40] Train batch: 55 / 78
[14/40] Train batch: 56 / 78
[14/40] Train batch: 57 / 78
[14/40] Train batch: 58 / 78
[14/40] Train batch: 59 / 78
[14/40] Train batch: 60 / 78
[14/40] Train batch: 61 / 78
[14/40] Train batch: 62 / 78
[14/40] Train batch: 63 / 78
[14/40] Train batch: 64 / 78
[14/40] Train batch: 65 / 78
[14/40] Train batch: 66 / 78
[14/40] Train batch: 67 / 78
[14/40] Train batch: 68 / 78
[14/40] Train batch: 69 / 78
[14/40] Train batch: 70 / 78
[14/40] Train batch: 71 / 78
[14/40] Train batch: 72 / 78
[14/40] Train batch: 73 / 78
[14/40] Train batch: 74 / 78
[14/40] Train batch: 75 / 78
[14/40] Train batch: 76 / 78
[14/40] Train batch: 77 / 78
[14/40] Train batch: 78 / 78
[14/40] 5.77 sec(s) Train Acc: 0.57590 | Train Loss: 1.19966

[14/40] Train batch: 1 / 78
[14/40] Train batch: 2 / 78
[14/40] Train batch: 3 / 78
[14/40] Train batch: 4 / 78
[14/40] Train batch: 5 / 78
[14/40] Train batch: 6 / 78
[14/40] Train batch: 7 / 78
[14/40] Train batch: 8 / 78
[14/40] Train batch: 9 / 78
[14/40] Train batch: 10 / 78
[14/40] Train batch: 11 / 78
[14/40] Train batch: 12 / 78
[14/40] Train batch: 13 / 78
[14/40] Train batch: 14 / 78
[14/40] Train batch: 15 / 78
[14/40] Train batch: 16 / 78
[14/40] Train batch: 17 / 78
[14/40] Train batch: 18 / 78
[14/40] Train batch: 19 / 78
[14/40] Train batch: 20 / 78
[14/40] 0.56 sec(s) Val Acc: 0.77320 | Val Loss: 0.65011
[14/40] Save best model to ./checkpoint/resnet18_SSL_reinforcement_0417.pth ...

[15/40] Train batch: 1 / 78
[15/40] Train batch: 2 / 78
[15/40] Train batch: 3 / 78
[15/40] Train batch: 4 / 78
[15/40] Train batch: 5 / 78
[15/40] Train batch: 6 / 78
[15/40] Train batch: 7 / 78
[15/40] Train batch: 8 / 78
[15/40] Train batch: 9 / 78
[15/40] Train batch: 10 / 78
[15/40] Train batch: 11 / 78
[15/40] Train batch: 12 / 78
[15/40] Train batch: 13 / 78
[15/40] Train batch: 14 / 78
[15/40] Train batch: 15 / 78
[15/40] Train batch: 16 / 78
[15/40] Train batch: 17 / 78
[15/40] Train batch: 18 / 78
[15/40] Train batch: 19 / 78
[15/40] Train batch: 20 / 78
[15/40] Train batch: 21 / 78
[15/40] Train batch: 22 / 78
[15/40] Train batch: 23 / 78
[15/40] Train batch: 24 / 78
[15/40] Train batch: 25 / 78
[15/40] Train batch: 26 / 78
[15/40] Train batch: 27 / 78
[15/40] Train batch: 28 / 78
[15/40] Train batch: 29 / 78
[15/40] Train batch: 30 / 78
[15/40] Train batch: 31 / 78
[15/40] Train batch: 32 / 78
[15/40] Train batch: 33 / 78
[15/40] Train batch: 34 / 78
[15/40] Train batch: 35 / 78
[15/40] Train batch: 36 / 78
[15/40] Train batch: 37 / 78
[15/40] Train batch: 38 / 78
[15/40] Train batch: 39 / 78
[15/40] Train batch: 40 / 78
[15/40] Train batch: 41 / 78
[15/40] Train batch: 42 / 78
[15/40] Train batch: 43 / 78
[15/40] Train batch: 44 / 78
[15/40] Train batch: 45 / 78
[15/40] Train batch: 46 / 78
[15/40] Train batch: 47 / 78
[15/40] Train batch: 48 / 78
[15/40] Train batch: 49 / 78
[15/40] Train batch: 50 / 78
[15/40] Train batch: 51 / 78
[15/40] Train batch: 52 / 78
[15/40] Train batch: 53 / 78
[15/40] Train batch: 54 / 78
[15/40] Train batch: 55 / 78
[15/40] Train batch: 56 / 78
[15/40] Train batch: 57 / 78
[15/40] Train batch: 58 / 78
[15/40] Train batch: 59 / 78
[15/40] Train batch: 60 / 78
[15/40] Train batch: 61 / 78
[15/40] Train batch: 62 / 78
[15/40] Train batch: 63 / 78
[15/40] Train batch: 64 / 78
[15/40] Train batch: 65 / 78
[15/40] Train batch: 66 / 78
[15/40] Train batch: 67 / 78
[15/40] Train batch: 68 / 78
[15/40] Train batch: 69 / 78
[15/40] Train batch: 70 / 78
[15/40] Train batch: 71 / 78
[15/40] Train batch: 72 / 78
[15/40] Train batch: 73 / 78
[15/40] Train batch: 74 / 78
[15/40] Train batch: 75 / 78
[15/40] Train batch: 76 / 78
[15/40] Train batch: 77 / 78
[15/40] Train batch: 78 / 78
[15/40] 5.99 sec(s) Train Acc: 0.58245 | Train Loss: 1.17419

[15/40] Train batch: 1 / 78
[15/40] Train batch: 2 / 78
[15/40] Train batch: 3 / 78
[15/40] Train batch: 4 / 78
[15/40] Train batch: 5 / 78
[15/40] Train batch: 6 / 78
[15/40] Train batch: 7 / 78
[15/40] Train batch: 8 / 78
[15/40] Train batch: 9 / 78
[15/40] Train batch: 10 / 78
[15/40] Train batch: 11 / 78
[15/40] Train batch: 12 / 78
[15/40] Train batch: 13 / 78
[15/40] Train batch: 14 / 78
[15/40] Train batch: 15 / 78
[15/40] Train batch: 16 / 78
[15/40] Train batch: 17 / 78
[15/40] Train batch: 18 / 78
[15/40] Train batch: 19 / 78
[15/40] Train batch: 20 / 78
[15/40] 0.57 sec(s) Val Acc: 0.78100 | Val Loss: 0.62569
[15/40] Save best model to ./checkpoint/resnet18_SSL_reinforcement_0417.pth ...

[16/40] Train batch: 1 / 78
[16/40] Train batch: 2 / 78
[16/40] Train batch: 3 / 78
[16/40] Train batch: 4 / 78
[16/40] Train batch: 5 / 78
[16/40] Train batch: 6 / 78
[16/40] Train batch: 7 / 78
[16/40] Train batch: 8 / 78
[16/40] Train batch: 9 / 78
[16/40] Train batch: 10 / 78
[16/40] Train batch: 11 / 78
[16/40] Train batch: 12 / 78
[16/40] Train batch: 13 / 78
[16/40] Train batch: 14 / 78
[16/40] Train batch: 15 / 78
[16/40] Train batch: 16 / 78
[16/40] Train batch: 17 / 78
[16/40] Train batch: 18 / 78
[16/40] Train batch: 19 / 78
[16/40] Train batch: 20 / 78
[16/40] Train batch: 21 / 78
